信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-06-03,2026-06-04 07:30,关注买入,继续持有,SZ.300394,天孚通信,497.38,0.00%,5.10%,5.10%,0.1604,7,13,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓0.00%调整到5.10%,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,关注买入,继续持有,SZ.300408,三环集团,134.89,0.00%,4.81%,4.81%,0.0968,16,8,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓0.00%调整到4.81%,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,关注减仓,继续持有,SH.600584,长电科技,80.13,4.66%,4.62%,-0.04%,-0.0700,104,8,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓4.66%调整到4.62%,动量分数跌破持有阈值；排名跌出持有前10；已持有8个交易日,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,继续持有,继续持有,SH.603256,宏和科技,197.37,4.28%,4.28%,-0.00%,0.0970,15,18,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟维持4.28%目标仓位,仍在持有观察区内；已持有18个交易日,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,关注减仓,继续持有,SH.688347,华虹公司,233.24,2.88%,2.85%,-0.03%,0.0818,20,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓2.88%调整到2.85%,排名跌出持有前10；已持有3个交易日,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,关注卖出,候选观察,SH.600183,生益科技,141.09,5.11%,0.00%,-5.11%,0.0708,22,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓5.11%调整到0.00%,排名跌出持有前10；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,关注卖出,候选观察,SH.688183,生益电子,128.39,3.70%,0.00%,-3.70%,-0.0368,81,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-03持仓3.70%调整到0.00%,动量分数跌破持有阈值；排名跌出持有前10；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.600487,亨通光电,91.43,0.00%,0.00%,0.00%,0.3311,1,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.300620,光库科技,337.06,0.00%,0.00%,0.00%,0.2972,2,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.688498,源杰科技,1405.00,0.00%,0.00%,0.00%,0.2500,3,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.601869,长飞光纤,444.99,0.00%,0.00%,0.00%,0.2155,4,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.601991,大唐发电,9.10,0.00%,0.00%,0.00%,0.1803,5,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前5；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.600549,厦门钨业,60.01,0.00%,0.00%,0.00%,0.1639,6,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.601138,工业富联,81.05,0.00%,0.00%,0.00%,0.1565,8,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.600522,中天科技,44.98,0.00%,0.00%,0.00%,0.1519,9,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.300308,中际旭创,1275.00,0.00%,0.00%,0.00%,0.1472,10,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.300502,新易盛,782.25,0.00%,0.00%,0.00%,0.1255,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.000657,中钨高新,71.71,0.00%,0.00%,0.00%,0.1061,12,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.002281,光迅科技,224.00,0.00%,0.00%,0.00%,0.1051,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.300433,蓝思科技,44.39,0.00%,0.00%,0.00%,0.1020,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.002428,云南锗业,88.99,0.00%,0.00%,0.00%,0.0895,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SH.688313,仕佳光子,168.86,0.00%,0.00%,0.00%,0.0894,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
2026-06-03,2026-06-04 07:30,候选观察,候选观察,SZ.300757,罗博特科,687.65,0.00%,0.00%,0.00%,0.0863,19,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=5,hold_top=10,rebalance=5d,min_hold=10d,turnover_penalty=0.01,target_vol=0.18"
