信号日期,盘前检查时间,交易动作,策略信号动作,股票代码,股票名称,收盘价,当前权重,目标权重,权重变化,动量分数,当日排名,持有天数,成交价口径,最大成交参与率,执行风险提示,连续模拟说明,观察理由,策略参数
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.600549,厦门钨业,67.44,0.00%,2.93%,2.93%,0.2084,4,3,next_open,5.00%,接近/触及涨停，买入可能无法成交,连续模拟从2026-06-09持仓0.00%调整到2.93%,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SZ.002353,杰瑞股份,145.01,0.00%,2.82%,2.82%,-0.0208,53,43,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.82%,未触发交易，仅保留观察,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.600105,永鼎股份,52.33,0.00%,2.63%,2.63%,0.0546,21,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.63%,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.601869,长飞光纤,442.51,0.00%,2.22%,2.22%,0.0826,12,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.22%,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.600522,中天科技,49.27,0.00%,2.22%,2.22%,0.1488,8,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.22%,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.603986,兆易创新,483.50,0.00%,2.21%,2.21%,0.0186,36,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.21%,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.600487,亨通光电,102.40,0.00%,2.20%,2.20%,0.2320,3,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到2.20%,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SZ.300620,光库科技,293.45,0.00%,1.89%,1.89%,-0.0830,93,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到1.89%,未触发交易，仅保留观察,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注买入,继续持有,SH.688498,源杰科技,1452.00,0.00%,1.87%,1.87%,0.2031,5,3,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓0.00%调整到1.87%,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注减仓,继续持有,SH.601991,大唐发电,7.99,3.46%,1.73%,-1.73%,-0.1296,109,23,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓3.46%调整到1.73%,动量分数跌破持有阈值；排名跌出持有前20；已持有23个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注卖出,候选观察,SZ.300433,蓝思科技,42.68,5.17%,0.00%,-5.17%,0.0352,29,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓5.17%调整到0.00%,排名跌出持有前20；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注卖出,候选观察,SH.600183,生益科技,149.73,5.04%,0.00%,-5.04%,0.0614,17,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓5.04%调整到0.00%,已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注卖出,候选观察,SH.600584,长电科技,71.95,4.15%,0.00%,-4.15%,-0.0451,71,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓4.15%调整到0.00%,动量分数跌破持有阈值；排名跌出持有前20；已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,关注卖出,候选观察,SH.603256,宏和科技,211.00,3.94%,0.00%,-3.94%,0.0614,18,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,连续模拟从2026-06-09持仓3.94%调整到0.00%,已持有0个交易日,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.301217,铜冠铜箔,127.98,0.00%,0.00%,0.00%,0.2350,1,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SH.600498,烽火通信,60.99,0.00%,0.00%,0.00%,0.2321,2,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.000657,中钨高新,77.95,0.00%,0.00%,0.00%,0.1720,6,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.300390,天华新能,94.03,0.00%,0.00%,0.00%,0.1566,7,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.301526,国际复材,26.45,0.00%,0.00%,0.00%,0.1411,9,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.300604,长川科技,232.84,0.00%,0.00%,0.00%,0.1215,10,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,排名进入买入前10；动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SH.688072,拓荆科技,655.27,0.00%,0.00%,0.00%,0.0994,11,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SZ.300136,信维通信,99.28,0.00%,0.00%,0.00%,0.0795,13,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SH.688012,DR中微公,303.12,0.00%,0.00%,0.00%,0.0719,14,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
2026-06-11,2026-06-12 07:30,候选观察,候选观察,SH.688525,佰维存储,324.27,0.00%,0.00%,0.00%,0.0688,15,0,next_open,5.00%,未发现明显执行阻碍，仍需开盘确认价格和成交量,未进入连续模拟持仓，仅保留观察,动量分数超过买入阈值,"mom5@q0.6,hold_q=0.4,buy_top=10,hold_top=20,rebalance=20d,min_hold=5d,turnover_penalty=0.01,target_vol=0.18"
